Movie,Actor,Character,Gender,Country
The Family,David Belle,Mezzo,Male,France
The Family,Domenick Lombardozzi,Caputo,Male,USA
The Family,Jimmy Palumbo,Di Cicco,Male,None
The Family,John D'Leo,Warren Blake,Male,USA
The Family,Jon Freda,Rocco,Male,USA
The Family,Michael J. Panichelli Jr.,Billy the Bug,Male,None
The Family,Paul Borghese,Albert,Male,None
The Family,Robert De Niro,Fred Blake /              Giovanni Manzoni,Male,USA
The Family,Stan Carp,Don Luchese,Male,None
The Family,Ted Arcidi,Tommy,Male,USA
The Family,Tommy Lee Jones,Robert Stansfield,Male,USA
The Family,Vincent Pastore,Fat Willy,Male,USA
The Family That Preys,Alfre Woodard,Alice Pratt,Female,USA
The Family That Preys,Kadee Strickland,Jillian Cartwright,Female,USA
The Family That Preys,Kaira Akita,Robin       (as Kaira Whitehead),Female,None
The Family That Preys,Kathy Bates,Charlotte Cartwright,Female,USA
The Family That Preys,Robin Givens,Abby,Female,USA
The Family That Preys,Sanaa Lathan,Andrea,Female,USA
The Family That Preys,Taraji P. Henson,Pam,Female,USA
The Family That Preys,Tyler Perry,Ben,male,USA
The Family That Preys,Cole Hauser,William Cartwright,Male,USA
The Family That Preys,Jeffrey Alan Chase,Austin,Male,None
The Family That Preys,Johnell J. Easter,Customer,Male,None
The Family That Preys,Rockmond Dunbar,Chris,Male,USA
The Family That Preys,Ron Clinton Smith,Construction Foreman,Male,USA
The Family That Preys,Santana Pruitt,Christopher,Male,None
The Family That Preys,Sebastian Siegel,Nick,Male,UK
The Fate of the Furious,Charlize Theron,Cipher,Female,South Africa
The Fate of the Furious,Elsa Pataky,Elena,Female,Spain
The Fate of the Furious,Michelle Rodriguez,Letty,Female,USA
The Fate of the Furious,Nathalie Emmanuel,Ramsey,Female,UK
The Fate of the Furious,Dwayne Johnson,Hobbs,Male,USA
The Fate of the Furious,Janmarco Santiago,Fernando,Male,None
The Fate of the Furious,Jason Statham,Deckard,Male,UK
The Fate of the Furious,Kristofer Hivju,Rhodes,Male,Norway
The Fate of the Furious,Kurt Russell,Mr. Nobody,Male,USA
The Fate of the Furious,Ludacris,Tej Parker       (as Chris 'Ludacris' Bridges),Male,USA
The Fate of the Furious,Luke Evans,Owen,Male,UK
The Fate of the Furious,Patrick St. Esprit,DS Allan,Male,USA
The Fate of the Furious,Scott Eastwood,Little Nobody,Male,USA
The Fate of the Furious,Tyrese Gibson,Roman,Male,USA
The Fate of the Furious,Vin Diesel,Dom,Male,USA
The Fault in Our Stars,Allegra Carpenter,Hostess,Female,None
The Fault in Our Stars,Ana Dela Cruz,Dr. Maria,Female,None
The Fault in Our Stars,Emily Bach,Monica's Mom,Female,None
The Fault in Our Stars,Emily Peachey,Monica,Female,USA
The Fault in Our Stars,Laura Dern,Frannie,Female,USA
The Fault in Our Stars,Lotte Verbeek,Lidewij,Female,Netherlands
The Fault in Our Stars,Milica Govich,Gus' Mom,Female,USA
The Fault in Our Stars,Shailene Woodley,Hazel,Female,USA
The Fault in Our Stars,Toni Saladna,Flight Attendant,Female,None
The Fault in Our Stars,Ansel Elgort,Gus,Male,USA
The Fault in Our Stars,David Whalen,Gus' Dad,Male,None
The Fault in Our Stars,Nat Wolff,Isaac,Male,USA
The Fault in Our Stars,Randy Kovitz,Dr. Simmons,Male,USA
The Fault in Our Stars,Sam Trammell,Michael,Male,USA
The Fault in Our Stars,Willem Dafoe,Van Houten,Male,USA
The Fighter,Amy Adams,Charlene Fleming,Female,Italy
The Fighter,Bianca Hunter,Cathy 'Pork' Eklund,Female,USA
The Fighter,Dendrie Taylor,Gail 'Red Dog' Eklund,Female,None
The Fighter,Erica Mcdermott,Cindy 'Tar' Eklund,Female,USA
The Fighter,Jenna Lamia,Sherri Ward,Female,USA
The Fighter,Jill Quigg,Donna Eklund Jaynes,Female,USA
The Fighter,Kate B. O'Brien,Phyllis 'Beaver' Eklund       (as Kate O'Brien),Female,None
The Fighter,Melissa Leo,Alice Ward,Female,USA
The Fighter,Melissa Mcmeekin,'Little Alice' Eklund,Female,USA
The Fighter,Christian Bale,Dicky Eklund,Male,UK
The Fighter,Frank Renzulli,Sal Lanano,Male,USA
The Fighter,Jack Mcgee,George Ward,Male,USA
The Fighter,Mark Wahlberg,Micky Ward,Male,USA
The Fighter,Mickey O'Keefe,Mickey O'Keefe,Male,None
The Fighter,Paul Campbell,Gary 'Boo Boo' Giuffrida,Male,Canada
The Final Destination,Haley Webb,Janet,Female,USA
The Final Destination,Krista Allen,MILF /              Samantha,Female,USA
The Final Destination,Lara Grice,Racist's Wife,Female,USA
The Final Destination,Shantel Vansanten,Lori,Female,USA
The Final Destination,Stephanie Honor E,Mechanic's Girlfriend,Female,None
The Final Destination,Andrew Fiscella,Mechanic,Male,None
The Final Destination,Bobby Campo,Nick,Male,USA
The Final Destination,Brendan Aguillard,Kid #2,Male,None
The Final Destination,Jackson Walker,Cowboy,Male,None
The Final Destination,Juan Kincaid,Newscaster,Male,None
The Final Destination,Justin Welborn,Racist,Male,None
The Final Destination,Mykelti Williamson,George,Male,USA
The Final Destination,Nick Zano,Hunt,Male,USA
The Final Destination,Phil Austin,MILF's Husband,Male,None
The Final Destination,William Aguillard,Kid #1,Male,None
The Finest Hours,Holliday Grainger,Miriam Webber,Female,UK
The Finest Hours,Rachel Brosnahan,Bea Hansen,Female,USA
The Finest Hours,Abraham Benrubi,George 'Tiny' Myers,Male,USA
The Finest Hours,Beau Knapp,Mel Gouthro,Male,None
The Finest Hours,Ben Foster,Richard Livesey,Male,USA
The Finest Hours,Casey Affleck,Ray Sybert,Male,USA
The Finest Hours,Chris Pine,Bernie Webber,Male,USA
The Finest Hours,Eric Bana,Daniel Cluff,Male,Australia
The Finest Hours,Graham Mctavish,Frank Fauteux,Male,UK
The Finest Hours,John Magaro,Ervin Maske,Male,None
The Finest Hours,John Ortiz,Wallace Quirey,Male,USA
The Finest Hours,Josh Stewart,Tchuda Southerland,Male,USA
The Finest Hours,Keiynan Lonsdale,Eldon Hanan,Male,None
The Finest Hours,Kyle Gallner,Andy Fitzgerald,Male,USA
The Finest Hours,Michael Raymond-James,D.A. Brown,Male,USA
The Five-Year Engagement,Alison Brie,Suzie Barnes-Eilhauer,Female,USA
The Five-Year Engagement,Dakota Johnson,Audrey,Female,USA
The Five-Year Engagement,Emily Blunt,Violet Barnes,Female,UK
The Five-Year Engagement,Jacki Weaver,Sylvia Dickerson-Barnes,Female,Australia
The Five-Year Engagement,Jane Carr,Grandma Katherine,Female,UK
The Five-Year Engagement,Lauren Weedman,Chef Sally,Female,USA
The Five-Year Engagement,Mimi Kennedy,Carol Solomon,Female,USA
The Five-Year Engagement,Adam Campbell,Gideon,Male,UK
The Five-Year Engagement,Chris Pratt,Alex Eilhauer,Male,USA
The Five-Year Engagement,Clement Von Franckenstein,Grandpa Baba,Male,UK
The Five-Year Engagement,David Paymer,Pete Solomon,Male,USA
The Five-Year Engagement,Eric Scott Cooper,B&amp;B Manager,Male,None
The Five-Year Engagement,Jason Segel,Tom Solomon,Male,USA
The Five-Year Engagement,Jim Piddock,George Barnes,Male,UK
The Five-Year Engagement,Michael Ensign,Grandpa Harold,Male,USA
The Forbidden Kingdom,Juana Collignon,Southie Girl,Female,None
The Forbidden Kingdom,Xiaoli Liu,Queen Mother,Female,None
The Forbidden Kingdom,Zhi Ma Gui,Old Woman,Female,None
The Forbidden Kingdom,Bin Jiang,Young Village Man,Male,None
The Forbidden Kingdom,Collin Chou,Jade Warlord,Male,Taiwan
The Forbidden Kingdom,Deshun Wang,Jade Emperor,Male,None
The Forbidden Kingdom,Jack Posobiec,Southie,Male,None
The Forbidden Kingdom,Jackie Chan,Lu Yan /              Old Hop,Male,Hong Kong
The Forbidden Kingdom,Jet Li,The Monkey King /              The Silent Monk,Male,China
The Forbidden Kingdom,Michael Angarano,Jason Tripitikas,Male,USA
The Forbidden Kingdom,Morgan Benoit,Lupo,Male,USA
The Forbidden Kingdom,Shaohua Yang,Jade Soldier,Male,None
The Forbidden Kingdom,Shen Shou He,Farmer,Male,None
The Forbidden Kingdom,Thomas Mcdonell,Young Southie,Male,USA
The Forbidden Kingdom,Yu Yuan Zeng,Inn Keeper,Male,None
The Forest,Akiko Iwase,Head Teacher,Female,None
The Forest,Ibuki Kaneda,Mei (Schoolgirl),Female,None
The Forest,Nadja Mazalica,Sara /              Jess (Age 6),Female,None
The Forest,Natalie Dormer,Sara /              Jess Price,Female,UK
The Forest,Noriko Sakura,Mayumi,Female,None
The Forest,Stephanie Vogt,Valerie,Female,USA
The Forest,Terry Diab,Grandma,Female,None
The Forest,Yiho Yamashita,Sakura       (as Yuho Yamashita),Female,None
The Forest,Eoin Macken,Rob,Male,None
The Forest,Gen Seto,Narusawa Bartender,Male,Japan
The Forest,Jozef Aoki,Visitor Center Morgue Man,Male,None
The Forest,Kikuo Ichikawa,Businessman,Male,None
The Forest,Osamu Tanpopo,Homeless Man       (as Tanpopo Osamu),Male,None
The Forest,Taylor Kinney,Aiden,Male,USA
The Forest,Yasuo Tobishima,Sushi Chef,Male,None
The Founder,Cara Mantella,Myra Rosenblatt,Female,None
The Founder,Kate Kneeland,June Martino,Female,None
The Founder,Laura Dern,Ethel Kroc,Female,USA
The Founder,Linda Cardellini,Joan Smith,Female,USA
The Founder,Andrew Benator,Leonard Rosenblatt,Male,None
The Founder,B.J. Novak,Harry J. Sonneborn,Male,USA
The Founder,David De Vries,Jack Horford,Male,USA
The Founder,Griff Furst,Jim Zien,Male,USA
The Founder,John Carroll Lynch,Mac McDonald,Male,USA
The Founder,Justin Randell Brooke,Fred Turner,Male,None
The Founder,Michael Keaton,Ray Kroc,Male,USA
The Founder,Nick Offerman,Dick McDonald,Male,USA
The Founder,Patrick Wilson,Rollie Smith,Male,USA
The Founder,Randall Taylor,Owner (Ed's Drive-In),Male,None
The Founder,Wilbur Fitzgerald,Jerry Cullen,Male,None
The Fourth Kind,Alisha Seaton,Cindy Stracinski,Female,USA
The Fourth Kind,Daphne Alexander,Theresa,Female,None
The Fourth Kind,Kiera Mcmaster,Joe Fisher,Female,None
The Fourth Kind,Mia Mckenna-Bruce,Ashley Tyler,Female,UK
The Fourth Kind,Milla Jovovich,Abbey Tyler /              Herself,Female,Ukraine
The Fourth Kind,Sara Houghton,Jessica,Female,None
The Fourth Kind,Tyne Rafaeli,Sarah Fisher,Female,None
The Fourth Kind,Corey Johnson,Tommy Fisher,Male,USA
The Fourth Kind,Elias Koteas,Abel Campos,Male,Canada
The Fourth Kind,Enzo Cilenti,Scott Stracinsky,Male,UK
The Fourth Kind,Eric Loren,Deputy Ryan,Male,USA
The Fourth Kind,Hakeem Kae-Kazim,Awolowa Odusami,Male,Nigeria
The Fourth Kind,Paul Stefanov,Timothy Fisher       (as Pavel Stefanov),Male,None
The Fourth Kind,Raphael Coleman,Ronnie Tyler,Male,UK
The Fourth Kind,Will Patton,Sheriff August,Male,USA
The Gallows,Cassidy Gifford,Cassidy Spilker,Female,USA
The Gallows,Mackie Burt,Cheerleader #1,Female,USA
The Gallows,Melissa Bratton,Pfeifer's Mom,Female,None
The Gallows,Pfeifer Brown,Pfeifer Ross,Female,None
The Gallows,Shannon Wetzel,Ms. Shannon,Female,None
The Gallows,Adrian Salas,Superstar Football Player,Male,None
The Gallows,David Herrara,David the Janitor,Male,None
The Gallows,Gannon Del Fierro,Gannon,Male,None
The Gallows,John Hales,The King,Male,UK
The Gallows,Mark Hales,Peasant #5,Male,USA
The Gallows,Price T. Morgan,Stage Boy       (as Price Morgan),Male,None
The Gallows,Reese Mishler,Reese Houser,Male,None
The Gallows,Ryan Shoos,Ryan Shoos,Male,None
The Gallows,Theo Burkhardt,Rick Houser       (as Theo Burkhardt),Male,None
The Gallows,Travis Cluff,Mr. Schwendiman,Male,None
The Gambler,Brie Larson,Amy Phillips,Female,USA
The Gambler,Jessica Lange,Roberta,Female,USA
The Gambler,Ria Wilkinson,Neville's Posse,Female,None
The Gambler,Amin Joseph,Neville's Bookkeeper,Male,USA
The Gambler,Chil Kong,Blackjack Dealer #1,Male,None
The Gambler,Cjon Saulsberry,Neville's Posse,Male,None
The Gambler,Da'Vone Mcdonald,Neville's Muscle,Male,None
The Gambler,George Kennedy,Ed,Male,USA
The Gambler,Griffin Cleveland,Young Jim,Male,None
The Gambler,Jasmond Carroll,Neville's Posse,Male,None
The Gambler,Mark Wahlberg,Jim Bennett,Male,USA
The Gambler,Michael Kenneth Williams,Neville Baraka,Male,USA
The Gambler,Omar Leyva,Valet,Male,None
The Gambler,Steve Park,Number 2       (as Stephen Park),Male,None
The Gambler,Teebone Mitchell,Neville's Posse,Male,None
The Game Plan,Kate Nauta,Tatianna,Female,USA
The Game Plan,Kyra Sedgwick,Stella Peck,Female,USA
The Game Plan,Lauren Storm,Nanny Cindy,Female,USA
The Game Plan,Madison Pettis,Peyton Kelly,Female,USA
The Game Plan,Paige Turco,Karen Kelly,Female,USA
The Game Plan,Roselyn Sanchez,Monique Vasquez,Female,Puerto Rico
The Game Plan,Brian White,Jamal Webber,Male,USA
The Game Plan,Dwayne Johnson,Joe Kingman       (as Dwayne 'The Rock' Johnson),Male,USA
The Game Plan,Gordon Clapp,Coach Mark Maddox,Male,USA
The Game Plan,Hayes Macarthur,Kyle Cooper,Male,USA
The Game Plan,Jackie Flynn,Larry the Doorman,Male,None
The Game Plan,Jamal Duff,Clarence Monroe,Male,USA
The Game Plan,Morris Chestnut,Travis Sanders,Male,USA
The Game Plan,Robert Torti,"Samuel Blake, Jr.",Male,USA
The Game Plan,Tubbs,Spike,Male,None
The Gift,Allison Tolman,Lucy,Female,USA
The Gift,Busy Philipps,Duffy,Female,USA
The Gift,Katie Aselton,Joan,Female,USA
The Gift,Mirrah Foulkes,Wendy Dale,Female,None
The Gift,Rebecca Hall,Robyn,Female,UK
The Gift,Susan May Pratt,Rhonda Ryan,Female,USA
The Gift,Adam Lazarre-White,Ron,Male,USA
The Gift,Beau Knapp,Detective Walker,Male,None
The Gift,David Denman,Greg,Male,USA
The Gift,David Joseph Craig,Stewart       (as David Craig),Male,None
The Gift,Jason Bateman,Simon,Male,USA
The Gift,Joel Edgerton,Gordo,Male,Australia
The Gift,Nash Edgerton,Frank Dale,Male,Australia
The Gift,Tim Griffin,Kevin 'KK' Keelor,Male,USA
The Gift,Wendell Pierce,Detective Mills,Male,USA
The Girl on the Train,Allison Janney,Detective Riley,Female,USA
The Girl on the Train,Cleta Elaine Ellington,Oyster Bar Woman       (as Cleta E. Ellington),Female,None
The Girl on the Train,Emily Blunt,Rachel,Female,UK
The Girl on the Train,Haley Bennett,Megan,Female,USA
The Girl on the Train,Lana Young,Doctor,Female,Bermuda
The Girl on the Train,Laura Prepon,Cathy,Female,USA
The Girl on the Train,Lisa Kudrow,Martha,Female,USA
The Girl on the Train,Rachel Christopher,Woman with Child,Female,None
The Girl on the Train,Rebecca Ferguson,Anna,Female,Sweden
The Girl on the Train,Darren Goldstein,Man in the Suit,Male,USA
The Girl on the Train,Edgar Ramirez,Dr. Kamal Abdic       (as &#201;dgar Ram&#237;rez),Male,Venezuela
The Girl on the Train,Fernando Medina,Pool Player,Male,None
The Girl on the Train,Gregory Morley,Officer Pete,Male,None
The Girl on the Train,Justin Theroux,Tom,Male,USA
The Girl on the Train,Luke Evans,Scott,Male,UK
The Girl with the Dragon Tattoo,Geraldine James,Cecilia,Female,UK
The Girl with the Dragon Tattoo,Joely Richardson,Anita Vanger,Female,UK
The Girl with the Dragon Tattoo,Robin Wright,Erika Berger,Female,USA
The Girl with the Dragon Tattoo,Rooney Mara,Lisbeth Salander,Female,USA
The Girl with the Dragon Tattoo,Bengt C.W. Carlsson,Palmgren,Male,None
The Girl with the Dragon Tattoo,Christopher Plummer,Henrik Vanger,Male,Canada
The Girl with the Dragon Tattoo,Daniel Craig,Mikael Blomkvist,Male,UK
The Girl with the Dragon Tattoo,Donald Sumpter,Detective Morell,Male,UK
The Girl with the Dragon Tattoo,Goran Visnjic,Armansky,Male,Yugoslavia
The Girl with the Dragon Tattoo,Per Myrberg,Harald,Male,None
The Girl with the Dragon Tattoo,Stellan Skarsgard,Martin Vanger,Male,None
The Girl with the Dragon Tattoo,Steven Berkoff,Frode,Male,UK
The Girl with the Dragon Tattoo,Tony Way,Plague,Male,UK
The Girl with the Dragon Tattoo,Ulf Friberg,Wennerstr&#246;m,Male,None
The Girl with the Dragon Tattoo,Yorick Van Wageningen,Bjurman,Male,Netherlands
The Giver,Emma Tremblay,Lilly,Female,None
The Giver,Katie Holmes,Mother,Female,USA
The Giver,Meryl Streep,Chief Elder,Female,USA
The Giver,Odeya Rush,Fiona,Female,Israel
The Giver,Renate Stuurman,Dinah,Female,None
The Giver,Taylor Swift,Rosemary,Female,USA
The Giver,Vanessa Cooke,Elder,Female,None
The Giver,Alexander Jillings,Gabriel 12 Months,Male,None
The Giver,Alexander Skarsgard,Father,Male,None
The Giver,Brenton Thwaites,Jonas,Male,Australia
The Giver,Cameron Monaghan,Asher,Male,USA
The Giver,James Jillings,Gabriel 12 Months,Male,None
The Giver,Jeff Bridges,The Giver,Male,USA
The Giver,Jordan Nicholas Smal,Gabriel 3 Months,Male,None
The Giver,Saige Fernandes,Gabriel 6 Months,Male,None
The Glass Castle,Brie Larson,Jeannette,Female,USA
The Glass Castle,Brigette Lundy-Paine,Maureen,Female,None
The Glass Castle,Chandler Head,Youngest Jeannette,Female,None
The Glass Castle,Eden Grace Redfield,Youngest Maureen,Female,None
The Glass Castle,Ella Anderson,Young Jeannette,Female,USA
The Glass Castle,Naomi Watts,Rose Mary,Female,UK
The Glass Castle,Olivia Kate Rice,Youngest Lori,Female,None
The Glass Castle,Sadie Sink,Young Lori,Female,None
The Glass Castle,Sarah Snook,Lori,Female,Australia
The Glass Castle,Shree Crooks,Young Maureen,Female,None
The Glass Castle,Charlie Shotwell,Young Brian,Male,None
The Glass Castle,Iain Armitage,Youngest Brian,Male,None
The Glass Castle,Josh Caras,Brian,Male,None
The Glass Castle,Max Greenfield,David,Male,USA
The Glass Castle,Woody Harrelson,Rex,Male,USA
The Golden Compass,Dakota Blue Richards,Lyra,Female,UK
The Golden Compass,Eva Green,Serafina Pekkala,Female,France
The Golden Compass,Kathy Bates,Hester       (voice),Female,USA
The Golden Compass,Kristin Scott Thomas,Stelmaria       (voice),Female,UK
The Golden Compass,Nicole Kidman,Mrs. Coulter,Female,USA
The Golden Compass,Ben Walker,Roger,Male,USA
The Golden Compass,Christopher Lee,First High Councilor,Male,UK
The Golden Compass,Daniel Craig,Lord Asriel,Male,UK
The Golden Compass,Edward De Souza,Second High Councilor,Male,UK
The Golden Compass,Freddie Highmore,Pantalaimon       (voice),Male,UK
The Golden Compass,Ian Mckellen,Iorek Byrnison       (voice),Male,UK
The Golden Compass,Ian Mcshane,Ragnar Sturlusson       (voice),Male,UK
The Golden Compass,Jim Carter,John Faa,Male,UK
The Golden Compass,Sam Elliott,Lee Scoresby,Male,USA
The Golden Compass,Tom Courtenay,Farder Coram,Male,UK
The Good Dinosaur,Anna Paquin,Ramsey       (voice),Female,Canada
The Good Dinosaur,Frances Mcdormand,Momma       (voice),Female,USA
The Good Dinosaur,Maleah Nipay-Padilla,Young Libby       (voice) (as Maleah Padilla),Female,None
The Good Dinosaur,Mandy Freund,Downpour       (voice),Female,None
The Good Dinosaur,A.J. Buckley,Nash       (voice) (as AJ Buckley),Male,Ireland
The Good Dinosaur,Jack Bright,Spot       (voice),Male,None
The Good Dinosaur,Jack Mcgraw,Young Arlo       (voice),Male,None
The Good Dinosaur,Jeffrey Wright,Poppa       (voice),Male,USA
The Good Dinosaur,Marcus Scribner,Buck       (voice),Male,None
The Good Dinosaur,Peter Sohn,Pet Collector       (voice),Male,USA
The Good Dinosaur,Raymond Ochoa,Arlo       (voice),Male,USA
The Good Dinosaur,Ryan Teeple,Young Buck       (voice),Male,None
The Good Dinosaur,Sam Elliott,Butch       (voice),Male,USA
The Good Dinosaur,Steve Zahn,Thunderclap       (voice),Male,USA
The Good Dinosaur,Steven Clay Hunter,Coldfront       (voice),Male,None
"The Goods: Live Hard, Sell Hard",Jordana Spiro,Ivy Selleck,Female,USA
"The Goods: Live Hard, Sell Hard",Kathryn Hahn,Babs Merrick,Female,USA
"The Goods: Live Hard, Sell Hard",Noureen Dewulf,Heather,Female,USA
"The Goods: Live Hard, Sell Hard",Wendie Malick,Tammy Selleck,Female,USA
"The Goods: Live Hard, Sell Hard",Alan Thicke,Stu Harding,Male,Canada
"The Goods: Live Hard, Sell Hard",Charles Napier,Dick Lewiston,Male,USA
"The Goods: Live Hard, Sell Hard",David Koechner,Brent Gage,Male,USA
"The Goods: Live Hard, Sell Hard",Ed Helms,Paxton Harding,Male,USA
"The Goods: Live Hard, Sell Hard",James Brolin,Ben Selleck,Male,USA
"The Goods: Live Hard, Sell Hard",Jeremy Piven,Don Ready,Male,USA
"The Goods: Live Hard, Sell Hard",Jonathan Sadowski,Blake,Male,USA
"The Goods: Live Hard, Sell Hard",Ken Jeong,Teddy Dang,Male,USA
"The Goods: Live Hard, Sell Hard",Rob Riggle,Peter Selleck,Male,USA
"The Goods: Live Hard, Sell Hard",Tony Hale,Wade Zooha,Male,USA
"The Goods: Live Hard, Sell Hard",Ving Rhames,Jibby Newsome,Male,USA
The Grand Budapest Hotel,L Ea Seydoux,Clotilde,Female,France
The Grand Budapest Hotel,Saoirse Ronan,Agatha,Female,USA
The Grand Budapest Hotel,Tilda Swinton,Madame D.,Female,UK
The Grand Budapest Hotel,Adrien Brody,Dmitri,Male,USA
The Grand Budapest Hotel,Bill Murray,M. Ivan,Male,USA
The Grand Budapest Hotel,Edward Norton,Henckels,Male,USA
The Grand Budapest Hotel,F. Murray Abraham,Mr. Moustafa,Male,USA
The Grand Budapest Hotel,Harvey Keitel,Ludwig,Male,USA
The Grand Budapest Hotel,Jason Schwartzman,M. Jean,Male,USA
The Grand Budapest Hotel,Jeff Goldblum,Deputy Kovacs,Male,USA
The Grand Budapest Hotel,Jude Law,Young Writer,Male,UK
The Grand Budapest Hotel,Mathieu Amalric,Serge X.,Male,France
The Grand Budapest Hotel,Ralph Fiennes,M. Gustave,Male,UK
The Grand Budapest Hotel,Tom Wilkinson,Author,Male,UK
The Grand Budapest Hotel,Willem Dafoe,Jopling,Male,USA
The Great Debaters,Devyn A. Tyler,Helen Farmer       (as Devyn Tyler),Female,USA
The Great Debaters,Gina Ravera,Ruth Tolson,Female,USA
The Great Debaters,Jurnee Smollett-Bell,Samantha Booke       (as Jurnee Smollett),Female,USA
The Great Debaters,Kimberly Elise,Pearl Farmer,Female,USA
The Great Debaters,Denzel Washington,Melvin B. Tolson,Male,USA
The Great Debaters,Denzel Whitaker,James Farmer Jr.,Male,USA
The Great Debaters,Forest Whitaker,Dr. James Farmer Sr.,Male,USA
The Great Debaters,Jackson Walker,Pig Owner,Male,None
The Great Debaters,Jermaine Williams,Hamilton Burgess,Male,None
The Great Debaters,John Heard,Sheriff Dozier,Male,USA
The Great Debaters,Nate Parker,Henry Lowe,Male,USA
The Great Debaters,Ritchie Montgomery,Deputy,Male,None
The Great Debaters,Robert X. Golphin,Dunbar Reed,Male,USA
The Great Debaters,Tim Parati,Pig Farmer,Male,None
The Great Debaters,Trenton Mcclain Boyd,Nathaniel Farmer,Male,None
The Great Gatsby,Adelaide Clemens,Catherine,Female,Australia
The Great Gatsby,Elizabeth Debicki,Jordan Baker,Female,France
The Great Gatsby,Lisa Adam,Weeping /              Singing Woman,Female,None
The Great Gatsby,Amitabh Bachchan,Meyer Wolfsheim,Male,India
The Great Gatsby,Eden Falk,Mr. McKee,Male,None
The Great Gatsby,Emmanuel Ekwenski,Jazz Player,Male,None
The Great Gatsby,Frank Aldridge,Well Dressed Male Witness - Wilson's Garage,Male,None
The Great Gatsby,Jason Clarke,George Wilson,Male,Australia
The Great Gatsby,Joel Edgerton,Tom Buchanan,Male,Australia
The Great Gatsby,Leonardo Dicaprio,Jay Gatsby,Male,USA
The Great Gatsby,Mal Day,The Boss-Probity Trust,Male,None
The Great Gatsby,Max Cullen,Owl Eyes,Male,Australia
The Great Gatsby,Richard Carter,Herzog,Male,Australia
The Great Gatsby,Steve Bisley,Dan Cody,Male,Australia
The Great Gatsby,Vince Colosimo,Michaelis,Male,Australia
The Great Wall,Tian Jing,Commander Lin Mae,Female,None
The Great Wall,Andy Lau,Strategist Wang,Male,Hong Kong
The Great Wall,Cheney Chen,Imperial Officer,Male,China
The Great Wall,Eddie Peng,Commander Wu,Male,Taiwan
The Great Wall,Han Lu,Peng Yong,Male,China
The Great Wall,Hanyu Zhang,General Shao,Male,China
The Great Wall,Karry Wang,Emperor       (as Junkai Wang),Male,China
The Great Wall,Kenny Lin,Commander Chen,Male,China
The Great Wall,Matt Damon,William,Male,USA
The Great Wall,Numan Acar,Najid,Male,Turkey
The Great Wall,Pedro Pascal,Tovar,Male,Chile
The Great Wall,Pilou Asbik,Bouchard,Male,Denmark
The Great Wall,Ryan Zheng,Shen       (as Zheng Kai),Male,China
The Great Wall,Willem Dafoe,Ballard,Male,USA
The Great Wall,Xuan Huang,Commander Deng,Male,China
The Green Hornet,Analeigh Tipton,Ana Lee,Female,USA
The Green Hornet,Cameron Diaz,Lenore Case,Female,USA
The Green Hornet,Jill Remez,Daily Sentinel Reporter,Female,USA
The Green Hornet,Chad L. Coleman,Chili       (as Chad Coleman),Male,USA
The Green Hornet,Christoph Waltz,Chudnofsky,Male,Austria
The Green Hornet,David Harbour,Scanlon,Male,USA
The Green Hornet,Edward Furlong,Tupper,Male,USA
The Green Hornet,Edward James Olmos,Axford,Male,USA
The Green Hornet,Jamie Harris,Popeye,Male,UK
The Green Hornet,Jay Chou,Kato,Male,Taiwan
The Green Hornet,Joe O'Connor,Daily Sentinel Reporter,Male,None
The Green Hornet,Joshua Erenberg,Young Britt       (as Joshua Chandler Erenberg),Male,None
The Green Hornet,Morgan Rusler,Daily Sentinel Reporter,Male,None
The Green Hornet,Seth Rogen,Britt Reid /              The Green Hornet,Male,Canada
The Green Hornet,Tom Wilkinson,James Reid,Male,UK
The Green Inferno,Antonieta Pari,The Village Elder,Female,None
The Green Inferno,Ignacia Allamand,Kara,Female,Chile
The Green Inferno,Kirby Bliss Blanton,Amy,Female,USA
The Green Inferno,Lorenza Izzo,Justine,Female,Chile
The Green Inferno,Magda Apanowicz,Samantha,Female,Canada
The Green Inferno,Sky Ferreira,Kaycee,Female,USA
The Green Inferno,Tatiana Panaifo,Village Girl,Female,None
The Green Inferno,Aaron Burns,Jonah,Male,USA
The Green Inferno,Ariel Levy,Alejandro,Male,Chile
The Green Inferno,Daryl Sabara,Lars,Male,USA
The Green Inferno,Matias Lipez,Carlos,Male,None
The Green Inferno,Nicolas Martinez,Daniel,Male,None
The Green Inferno,Percy Chumbe,Guard Leader,Male,None
The Green Inferno,Ramin Llao,The Bald Headhunter,Male,Chile
The Green Inferno,Richard Burgi,Charles,Male,USA
The Grey,Anne Openshaw,Ottway's Wife,Female,None
The Grey,Ella Kosor,Talget's Little Girl,Female,None
The Grey,Lani Gelera,Flight Attendant,Female,Canada
The Grey,Ben Hernandez Bray,Hernandez       (as Ben Hernandez),Male,USA
The Grey,Dallas Roberts,Henrick,Male,USA
The Grey,Dermot Mulroney,Talget,Male,USA
The Grey,Frank Grillo,Diaz,Male,USA
The Grey,Jacob Blair,Cimoski,Male,Canada
The Grey,James Badge Dale,Lewenden,Male,USA
The Grey,James Bitonti,Ottway's Father,Male,None
The Grey,Joe Anderson,Flannery,Male,UK
The Grey,Jonathan Bitonti,Ottway (5 years old)       (as Jonathan James Bitonti),Male,None
The Grey,Liam Neeson,Ottway,Male,UK
The Grey,Nonso Anozie,Burke,Male,UK
