Movie,Actor,Character,Gender,Country
A Cure for Wellness,Magnus Krepper,Pieter The Vet,Male,None
A Cure for Wellness,Michael Mendl,Bartender,Male,None
A Cure for Wellness,Peter Benedict,Constable,Male,Switzerland
A Cure for Wellness,Tomas Norstrim,Frank Hill,Male,None
A Day as Headmaster,Fred Williams,Headmaster,Male,Germany
A Dog's Purpose,Britt Robertson,Teen Hannah,Female,USA
A Dog's Purpose,Gabrielle Rose,Grandma Fran,Female,Canada
A Dog's Purpose,Juliet Rylance,Ethan's Mom,Female,UK
A Dog's Purpose,Kirby Howell-Baptiste,Maya,Female,None
A Dog's Purpose,Nicole Laplaca,Wendi,Female,Canada
A Dog's Purpose,Peggy Lipton,Adult Hannah,Female,USA
A Dog's Purpose,Bryce Gheisar,Ethan - 8 Years Old,Male,None
A Dog's Purpose,Dennis Quaid,Adult Ethan,Male,USA
A Dog's Purpose,John Ortiz,Carlos,Male,USA
A Dog's Purpose,Josh Gad,Bailey /              Ellie /              Tino /              Buddy       (voice),Male,USA
A Dog's Purpose,K.J. Apa,Teen Ethan       (as KJ Apa),Male,New Zealand
A Dog's Purpose,Logan Miller,Todd,Male,USA
A Dog's Purpose,Luke Kirby,Ethan's Dad,Male,Canada
A Dog's Purpose,Michael Bofshever,Grandpa Bill,Male,USA
A Dog's Purpose,Pooch Hall,Al,Male,USA
A Ghost Story,Kenneisha Thompson,Doctor,Female,None
A Ghost Story,Kesha,Spirit Girl       (as Kesha Sebert),Female,USA
A Ghost Story,Kimberly Fiddes,Making Out,Female,None
A Ghost Story,Liz Cardenas Franke,Linda,Female,None
A Ghost Story,Rooney Mara,M,Female,USA
A Ghost Story,Sonia Acevedo,Maria,Female,None
A Ghost Story,Yasmina Gutierrez,Yasmina,Female,None
A Ghost Story,Richard Krause,Mover,male,None
A Ghost Story,Barlow Jacobs,Gentleman Caller,Male,None
A Ghost Story,Carlos Bermudez,Carlos,Male,None
A Ghost Story,Casey Affleck,C,Male,USA
A Ghost Story,Dagger Salazar,Mover,Male,None
A Ghost Story,Daniel Escudero,Making Out,Male,None
A Ghost Story,Grover Coulson,Man in Wheelchair,Male,None
A Ghost Story,Mccolm Cephas Jr.,Little Boy,Male,None
A Good Day to Die Hard,Mary Elizabeth Winstead,Lucy,Female,USA
A Good Day to Die Hard,Megalyn Echikunwoke,Pretty Reporter,Female,USA
A Good Day to Die Hard,Melissa Tang,Lucas,Female,USA
A Good Day to Die Hard,Yuliya Snigir,Irina       (as Yulia Snigir),Female,Russia
A Good Day to Die Hard,Amaury Nolasco,Murphy,Male,Puerto Rico
A Good Day to Die Hard,Bruce Willis,John McClane,Male,Germany
A Good Day to Die Hard,Cole Hauser,Collins,Male,USA
A Good Day to Die Hard,Jai Courtney,Jack McClane,Male,Australia
A Good Day to Die Hard,P Eter Takatsy,Prosecutor,Male,None
A Good Day to Die Hard,Pasha D. Lychnikoff,Cabbie,Male,Russia
A Good Day to Die Hard,Radivoje Bukvic,Alik       (as Rasha Bukvic),Male,Yugoslavia
A Good Day to Die Hard,Roman Luknar,Anton,Male,Slovak Republic
A Good Day to Die Hard,Sebastian Koch,Komarov,Male,None
A Good Day to Die Hard,Sergey Kolesnikov,Chagarin,Male,Russia
A Good Day to Die Hard,Zolee Ganxsta,MRAP Driver       (as Ganxsta Doglegy Zolee),Male,Hungary
A Haunted House,Alanna Ubach,Jenny,Female,USA
A Haunted House,Essence Atkins,Kisha,Female,USA
A Haunted House,Jordenn Thompson,Little Kisha,Female,None
A Haunted House,Marlene Forte,Rosa,Female,Cuba
A Haunted House,Robin Thede,Kisha's Mom,Female,None
A Haunted House,Affion Crockett,Ray-Ray,Male,None
A Haunted House,Andrew Daly,Steve,Male,USA
A Haunted House,Cedric The Entertainer,Father Williams,Male,USA
A Haunted House,Dave Sheridan,Bob,Male,USA
A Haunted House,David Koechner,Dan the Security Man,Male,USA
A Haunted House,J.B. Smoove,Kisha's Stepdad       (as JB Smoove),Male,USA
A Haunted House,Marlon Wayans,Malcolm,Male,USA
A Haunted House,Nick Swardson,Chip the Psychic,Male,USA
A Haunted House 2,Ashley Rickards,Becky,Female,USA
A Haunted House 2,Essence Atkins,Kisha,Female,USA
A Haunted House 2,Jaime Pressly,Megan,Female,USA
A Haunted House 2,Kym Whitley,Church Lady,Female,USA
A Haunted House 2,Missi Pyle,Noreen,Female,USA
A Haunted House 2,Affion Crockett,Ray Ray,Male,None
A Haunted House 2,Cedric The Entertainer,Father Williams,Male,USA
A Haunted House 2,Dave Sheridan,Agouhl,Male,USA
A Haunted House 2,Gabriel Iglesias,Miguel,Male,USA
A Haunted House 2,Hayes Macarthur,Ned,Male,USA
A Haunted House 2,Kurt Carley,Dr. Rousch,Male,USA
A Haunted House 2,Marlon Wayans,Malcolm,Male,USA
A Haunted House 2,Rick Overton,Professor Wilde,Male,USA
A Haunted House 2,Steele Stebbins,Wyatt,Male,None
A Haunted House 2,Tom Virtue,Father Callahan,Male,USA
A Madea Christmas,Caroline Kennedy,Lucy,female,USA
A Madea Christmas,Alicia Witt,Amber,Female,USA
A Madea Christmas,Anna Maria Horsford,Eileen,Female,USA
A Madea Christmas,Julie Ann Doan,Customer 1,Female,USA
A Madea Christmas,Kathy Najimy,Kim,Female,USA
A Madea Christmas,Lisa Whelchel,Nancy Porter,Female,USA
A Madea Christmas,Tika Sumpter,Lacey,Female,USA
A Madea Christmas,Vickie Eng,Customer 3,Female,None
A Madea Christmas,Whitney Christopher,Supervisor,Female,None
A Madea Christmas,Tyler Perry,Madea,male,USA
A Madea Christmas,Chad Michael Murray,Tanner,Male,USA
A Madea Christmas,Eric Lively,Conner,Male,USA
A Madea Christmas,Jr Lemon,Oliver,Male,None
A Madea Christmas,Larry The Cable Guy,Buddy,Male,USA
A Madea Christmas,Noah Urrea,Bailey,Male,None
A Mighty Heart,Aliya Khan,Kashva,Female,None
A Mighty Heart,Angelina Jolie,Mariane Pearl,Female,USA
A Mighty Heart,Archie Panjabi,Asra,Female,UK
A Mighty Heart,Bushra Parwani,Female Guest,Female,None
A Mighty Heart,Saira Nasir Khan,Nasrin,Female,None
A Mighty Heart,Sarah Mone,Female Guest,Female,None
A Mighty Heart,Amit Dhawan,Technical Supervisor,Male,None
A Mighty Heart,Arif Khan,Mariane's Taxi Driver,Male,None
A Mighty Heart,Dan Futterman,Daniel 'Danny' Pearl,Male,USA
A Mighty Heart,Daud Khan,Masud the Fixer,Male,None
A Mighty Heart,Mohammed Afzal,Shabbir,Male,None
A Mighty Heart,Mushtaq Khan,Danny's Taxi Driver       (as Mushtaq Ahmed),Male,None
A Mighty Heart,Telal Saeed,Kaleem Yusuf,Male,None
A Mighty Heart,Tipu Taheer,Human Rights Director,Male,None
A Mighty Heart,Zafar Karachiwala,Male Guest,Male,None
A Million Ways to Die in the West,Alex Borstein,Millie,Female,USA
A Million Ways to Die in the West,Amanda Seyfried,Louise,Female,USA
A Million Ways to Die in the West,Charlize Theron,Anna,Female,South Africa
A Million Ways to Die in the West,Sarah Silverman,Ruth,Female,USA
A Million Ways to Die in the West,Seth Macfarlane,Albert,male,USA
A Million Ways to Die in the West,Aaron Mcpherson,Ben,Male,USA
A Million Ways to Die in the West,Brett Rickaby,Charlie Blanche,Male,USA
A Million Ways to Die in the West,Christopher Hagen,George Stark,Male,None
A Million Ways to Die in the West,Evan Jones,Lewis,Male,None
A Million Ways to Die in the West,Giovanni Ribisi,Edward,Male,USA
A Million Ways to Die in the West,Liam Neeson,Clinch,Male,UK
A Million Ways to Die in the West,Matt Clark,Old Prospector,Male,USA
A Million Ways to Die in the West,Neil Patrick Harris,Foy,Male,USA
A Million Ways to Die in the West,Rex Linn,Sheriff /              Narrator,Male,USA
A Million Ways to Die in the West,Wes Studi,Cochise,Male,USA
A Most Wanted Man,Derya Alabora,Leyla Oktay,Female,Turkey
A Most Wanted Man,Nina Hoss,Irna Frey,Female,None
A Most Wanted Man,Vicky Krieps,Niki,Female,Grand-Duchy of Luxembourg
A Most Wanted Man,Daniel Brihl,Maximilian,Male,Spain
A Most Wanted Man,Franz Hartwig,Karl,Male,Germany
A Most Wanted Man,Grigoriy Dobrygin,Issa Karpov       (as Grigory Dobrygin),Male,Russia
A Most Wanted Man,Homayoun Ershadi,Abdullah,Male,Iran
A Most Wanted Man,Kostja Ullmann,Rasheed,Male,Germany
A Most Wanted Man,Martin Wuttke,The Admiral,Male,Germany
A Most Wanted Man,Mehdi Dehbi,Jamal,Male,None
A Most Wanted Man,Neil Malik Abdullah,Abdullah's Bodyguard       (as Neil Melik Abdullah),Male,None
A Most Wanted Man,Philip Seymour Hoffman,G&#252;nther Bachmann,Male,USA
A Most Wanted Man,Rainer Bock,Dieter Mohr,Male,Germany
A Most Wanted Man,Tamer Yigit,Melik Oktay,Male,Germany
A Most Wanted Man,Vedat Erincin,Storekeeper,Male,None
A Nightmare on Elm Street,Connie Britton,Dr. Gwen Holbrook,Female,USA
A Nightmare on Elm Street,Hailey Schooping Knight,Creepy Girl #2,Female,None
A Nightmare on Elm Street,Julianna Damm,Little Kris,Female,None
A Nightmare on Elm Street,Katie Cassidy,Kris Fowles,Female,USA
A Nightmare on Elm Street,Katie Schooping Knight,Creepy Girl #1,Female,None
A Nightmare on Elm Street,Leah Uteg,Creepy Girl #3,Female,None
A Nightmare on Elm Street,Lia D. Mortensen,Nora Fowles       (as Lia Mortensen),Female,None
A Nightmare on Elm Street,Rooney Mara,Nancy Holbrook,Female,USA
A Nightmare on Elm Street,Christian Stolte,Jesse's Father,Male,USA
A Nightmare on Elm Street,Clancy Brown,Alan Smith,Male,USA
A Nightmare on Elm Street,Don Robert Cass,History Teacher,Male,None
A Nightmare on Elm Street,Jackie Earle Haley,Freddy Krueger,Male,USA
A Nightmare on Elm Street,Kellan Lutz,Dean Russell,Male,USA
A Nightmare on Elm Street,Kyle Gallner,Quentin Smith,Male,USA
A Nightmare on Elm Street,Thomas Dekker,Jesse Braun,Male,USA
A Perfect Getaway,Angela Sun,Counter Girl,Female,USA
A Perfect Getaway,Dale Dickey,Earth Momma,Female,USA
A Perfect Getaway,Kiele Sanchez,Gina,Female,USA
A Perfect Getaway,Leandra Gillis,TV Anchor,Female,None
A Perfect Getaway,Marley Shelton,Cleo,Female,USA
A Perfect Getaway,Milla Jovovich,Cydney,Female,Ukraine
A Perfect Getaway,Wendy Braun,Debbie Mason /              Clerk,Female,USA
A Perfect Getaway,Amit Yogev,Waiter,Male,None
A Perfect Getaway,Anthony Ruivivar,Chronic,Male,USA
A Perfect Getaway,Carlos Alberto Lopez,Camera Samaritan       (as Carlos Alberto L&#243;pez),Male,None
A Perfect Getaway,Chris Hemsworth,Kale,Male,Australia
A Perfect Getaway,Jim Cruz,Helicopter Pilot,Male,None
A Perfect Getaway,Peter Navy Tuiasosopo,Supply Guy,Male,None
A Perfect Getaway,Steve Zahn,Cliff,Male,USA
A Perfect Getaway,Timothy Olyphant,Nick,Male,USA
A Serious Man,Jessica Mcmanus,Sarah Gopnik,Female,None
A Serious Man,Sari Lennick,Judith Gopnik,Female,None
A Serious Man,David Kang,Clive Park,male,None
A Serious Man,Aaron Wolff,Danny Gopnik,Male,USA
A Serious Man,Alan Mandell,Rabbi Marshak,Male,None
A Serious Man,Andrew S. Lentz,Cursing Boy on Bus,Male,None
A Serious Man,Ari Hoptman,Arlen Finkle,Male,None
A Serious Man,Benjamin Portnoe,Danny's Reefer Buddy,Male,None
A Serious Man,Brent Braunschweig,Mitch Brandt,Male,None
A Serious Man,Fred Melamed,Sy Ableman,Male,USA
A Serious Man,Jack Swiler,Boy on Bus,Male,None
A Serious Man,Jon Kaminski Jr.,Mike Fagle,Male,None
A Serious Man,Michael Stuhlbarg,Larry Gopnik,Male,USA
A Serious Man,Peter Breitmayer,Mr. Brandt,Male,USA
A Serious Man,Richard Kind,Uncle Arthur,Male,USA
A Single Man,Alicia Carr,Other Secretary #2,Female,None
A Single Man,Aline Weber,Lois,Female,None
A Single Man,Ginnifer Goodwin,Mrs. Strunk,Female,USA
A Single Man,Jenna Gavigan,Other Secretary #1,Female,None
A Single Man,Julianne Moore,Charley,Female,USA
A Single Man,Keri Lynn Pratt,Blonde Secretary,Female,USA
A Single Man,Paulette Lamori,Alva,Female,None
A Single Man,Ryan Simpkins,Jennifer Strunk,Female,USA
A Single Man,Aaron Sanders,Tom Strunk,Male,None
A Single Man,Colin Firth,George,Male,UK
A Single Man,Jon Kortajarena,Carlos,Male,None
A Single Man,Matthew Goode,Jim,Male,UK
A Single Man,Nicholas Hoult,Kenny,Male,UK
A Single Man,Paul Butler,Christopher Strunk,Male,USA
A Single Man,Teddy Sears,Mr. Strunk,Male,USA
A Thousand Words,Edi Patterson,Young Female Agent,Female,None
A Thousand Words,Jill Basey,Woman in Starbucks,Female,None
A Thousand Words,Kerry Washington,Caroline McCall,Female,USA
A Thousand Words,Lyndsey Nelson,Starbucks Customer,Female,None
A Thousand Words,Clark Duke,Aaron Wiseberger,Male,USA
A Thousand Words,Cliff Curtis,Dr. Sinja,Male,New Zealand
A Thousand Words,Eddie Murphy,Jack McCall,Male,USA
A Thousand Words,Emanuel Ragsdale,Tyler McCall,Male,None
A Thousand Words,Greg Collins,Construction Worker,Male,USA
A Thousand Words,John Gatins,Valet,Male,None
A Thousand Words,Lou Saliba,Shrink,Male,None
A Thousand Words,Michael Cody Gilbert,Starbucks Customer,Male,None
A Thousand Words,Michael G. Wilkinson,Starbucks Customer,Male,None
A Thousand Words,Mitchell Fink,Male Agent,Male,USA
A Thousand Words,Robert Lequang,Starbucks Customer,Male,None
A Very Harold & Kumar 3D Christmas,Allyson Lengers,Wafflebot Kid       (as Allyson V. Lengers),Female,None
A Very Harold & Kumar 3D Christmas,Inga R. Wilson,Mom in Line       (as Inga Wilson),Female,None
A Very Harold & Kumar 3D Christmas,Isabella Gielniak,Caren,Female,None
A Very Harold & Kumar 3D Christmas,Paula Garc Es,Maria       (as Paula Garces),Female,Colombia
A Very Harold & Kumar 3D Christmas,Eric Kissack,Wafflebot       (voice),male,None
A Very Harold & Kumar 3D Christmas,Amir Blumenfeld,Adrian,Male,Israel
A Very Harold & Kumar 3D Christmas,Austin Bickel,Kid in Line,Male,None
A Very Harold & Kumar 3D Christmas,Bobby Lee,Kenneth Park,Male,USA
A Very Harold & Kumar 3D Christmas,Danny Trejo,Mr. Perez,Male,USA
A Very Harold & Kumar 3D Christmas,Gabriel Anderson,Wafflebot Kid,Male,None
A Very Harold & Kumar 3D Christmas,John Cho,Harold,Male,South Korea
A Very Harold & Kumar 3D Christmas,Kal Penn,Kumar,Male,USA
A Very Harold & Kumar 3D Christmas,Marvin Cruz,Timo Perez,Male,None
A Very Harold & Kumar 3D Christmas,Patton Oswalt,Mall Santa,Male,USA
A Very Harold & Kumar 3D Christmas,Thomas Lennon,Todd       (as Tom Lennon),Male,USA
A Walk Among the Tombstones,Kim Rosen,Waitress - Jenny,Female,None
A Walk Among the Tombstones,Laura Birn,Leila Alvarez,Female,Finland
A Walk Among the Tombstones,Razane Jammal,Carrie Kristo,Female,Lebano
A Walk Among the Tombstones,Stephanie Andujar,Cashier,Female,USA
A Walk Among the Tombstones,Adam David Thompson,Albert,Male,None
A Walk Among the Tombstones,Boyd Holbrook,Peter Kristo,Male,USA
A Walk Among the Tombstones,Dan Stevens,Kenny Kristo,Male,UK
A Walk Among the Tombstones,David Harbour,Ray,Male,USA
A Walk Among the Tombstones,Eric Nelsen,Howie,Male,USA
A Walk Among the Tombstones,Hans Marrero,Dominican Banger #2,Male,None
A Walk Among the Tombstones,Jon Goracy,Bag Boy,Male,None
A Walk Among the Tombstones,Liam Neeson,Matt Scudder,Male,UK
A Walk Among the Tombstones,Luciano Acuna Jr.,Dominican Banger #1,Male,None
A Walk Among the Tombstones,Maurice Compte,Danny Ortiz,Male,None
A Walk Among the Tombstones,Patrick Mcdade,Bar Owner       (as Patrick F. McDade),Male,USA
A Walk in the Woods,Emma Thompson,Catherine Bryson,Female,UK
A Walk in the Woods,Gaia Wise,Becca,Female,None
A Walk in the Woods,Hayley Lovitt,Donna,Female,None
A Walk in the Woods,Kristen Schaal,Mary Ellen,Female,USA
A Walk in the Woods,Mary Steenburgen,Jeannie,Female,USA
A Walk in the Woods,Susan Mcphail,Beulah,Female,None
A Walk in the Woods,Andrew Vogel,Young Hiker #1,Male,None
A Walk in the Woods,Derek Krantz,Young Hiker #2,Male,None
A Walk in the Woods,Linds Edwards,Darren,Male,None
A Walk in the Woods,Nick Nolte,Stephen Katz,Male,USA
A Walk in the Woods,Nick Offerman,REI Dave,Male,USA
A Walk in the Woods,R. Keith Harris,Sam Bryson,Male,None
A Walk in the Woods,Randall Newsome,TV Host,Male,None
A Walk in the Woods,Robert Redford,Bill Bryson,Male,USA
A Walk in the Woods,Tucker Meek,Grandson,Male,None
Abduction,Holly Scott Cavanaugh,Mrs. Murphy,Female,None
Abduction,Lily Collins,Karen,Female,UK
Abduction,Maria Bello,Mara,Female,USA
Abduction,Oriah Acima Andrews,Riah,Female,None
Abduction,Rita Gregory,Nurse,Female,None
Abduction,Mike Clark,News Reporter,male,None
Abduction,Benjamin J. Cain Jr.,Driver       (as Ben Cain),Male,None
Abduction,Derek Burnell,Hot Dog Vendor,Male,None
Abduction,Jack Erdie,Short Sleeves,Male,USA
Abduction,Jake Andolina,CIA Man,Male,None
Abduction,Ken Arnold,Thermal,Male,None
Abduction,Radick Cembrzynski,Kozlow's Tech,Male,None
Abduction,Richard Cetrone,Gregory,Male,None
Abduction,Steve Blass,Game Announcer,Male,USA
Abduction,Tim Griffin,Red Flannel,Male,USA
About Last Night,Catherine Shu,Asian Manicurist,Female,None
About Last Night,Hailey Boyle,New Roommate,Female,None
About Last Night,Joy Bryant,Debbie,Female,USA
About Last Night,Paula Patton,Alison,Female,USA
About Last Night,Regina Hall,Joan,Female,USA
About Last Night,Selita Ebanks,Pretty Lady,Female,Cayman Island
About Last Night,Adam Rodriguez,Steven Thaler,Male,USA
About Last Night,Bryan Callen,Trent,Male,Philippines
About Last Night,Christopher Mcdonald,Casey McNeil,Male,USA
About Last Night,David Greenman,Isaac,Male,USA
About Last Night,Joe Lo Truglio,Ryan Keller,Male,USA
About Last Night,Kevin Hart,Bernie,Male,USA
About Last Night,Michael Ealy,Danny,Male,USA
About Last Night,Paul Quinn,Drunk Regular,Male,USA
About Last Night,Terrell Owens,Himself,Male,USA
Abraham Lincoln: Vampire Hunter,Erin Wasson,Vadoma,Female,USA
Abraham Lincoln: Vampire Hunter,Mary Elizabeth Winstead,Mary Todd Lincoln,Female,USA
Abraham Lincoln: Vampire Hunter,Robin Mcleavy,Nancy Lincoln,Female,Australia
Abraham Lincoln: Vampire Hunter,Anthony Mackie,Will Johnson,Male,USA
Abraham Lincoln: Vampire Hunter,Benjamin Walker,Abraham Lincoln,Male,USA
Abraham Lincoln: Vampire Hunter,Cameron M. Brown,Willie Lincoln,Male,None
Abraham Lincoln: Vampire Hunter,Curtis Harris,Young Will,Male,None
Abraham Lincoln: Vampire Hunter,Dominic Cooper,Henry Sturges,Male,UK
Abraham Lincoln: Vampire Hunter,Frank Brennan,Senator Jeb Nolan,Male,None
Abraham Lincoln: Vampire Hunter,Jimmi Simpson,Joshua Speed,Male,USA
Abraham Lincoln: Vampire Hunter,John Rothman,Jefferson Davis,Male,USA
Abraham Lincoln: Vampire Hunter,Joseph Mawle,Thomas Lincoln,Male,UK
Abraham Lincoln: Vampire Hunter,Lux Haney-Jardine,Young Abraham Lincoln,Male,None
Abraham Lincoln: Vampire Hunter,Marton Csokas,Jack Barts,Male,New Zealand
Abraham Lincoln: Vampire Hunter,Rufus Sewell,Adam,Male,UK
Across the Universe,Angela Mounsey,Martha Feeny - Jude's Mother,Female,None
Across the Universe,Dana Fuchs,Sadie,Female,USA
Across the Universe,Erin Elliott,Cheer Coach,Female,None
Across the Universe,Evan Rachel Wood,Lucy Carrigan,Female,USA
Across the Universe,Lisa Hogg,Jude's Liverpool Girlfriend,Female,Ireland
Across the Universe,T.V. Carpio,Prudence,Female,USA
Across the Universe,Martin Luther,Jo-Jo       (as Martin Luther McCoy),male,None
Across the Universe,Michael Ryan,Phil,male,None
Across the Universe,Christopher Tierney,Dorm Buddy /              Dancer,Male,None
Across the Universe,Curtis Holbrook,Dorm Buddy,Male,USA
Across the Universe,Jim Sturgess,Jude,Male,UK
Across the Universe,Joe Anderson,Max Carrigan,Male,UK
Across the Universe,Nicholas Lumley,Cyril,Male,None
Across the Universe,Robert Clohessy,Wesley 'Wes' Huber - Jude's Father,Male,USA
Across the Universe,Spencer Liff,Daniel,Male,USA
Act of Valor,Katelyn,LT Lyons       (as Katelyn),Female,USA
Act of Valor,Roselyn Sanchez,Lisa Morales,Female,Puerto Rico
Act of Valor,Billy,SWCC Boat Senior Chief       (as SOCS BIlly),male,None
Act of Valor,Callaghan,Admiral Callaghan       (as Admiral Callaghan),male,UK
Act of Valor,Dave,Chief Dave       (as SOC Dave),male,None
Act of Valor,Mikey,SO1 Mikey       (as SOC Mikey),male,None
Act of Valor,Ray,SO1 Ray       (as SO1 Ray),male,None
Act of Valor,Sonny,SO1 Sonny       (as SOC Sonny),male,None
Act of Valor,Ajay,SO1 Ajay       (as SO1 Ajay),Male,India
Act of Valor,Alex Veadov,Christo,Male,Ukraine
Act of Valor,Captain Duncan Smith,Captain Duncan Smith,Male,None
Act of Valor,Jason Cottle,Abu Shabal,Male,None
Act of Valor,Rorke Denver,Lieutenant Rorke       (as LCDR Rorke),Male,None
Act of Valor,Van D.,Senior Chief Otto       (as SOCS Van D),Male,None
Act of Valor,Weimy,SO1 Weimy       (as SOC Weimy),Male,None
Addicted,Cameron Mills,10-year-old Zoe,Female,None
Addicted,Emayatzy Corinealdi,Brina,Female,USA
Addicted,Kat Graham,Diamond,Female,Switzerland
Addicted,Lauren Marquez,Kayla Reynard,Female,None
Addicted,Maria Howell,Nina,Female,None
Addicted,Sharon Leal,Zoe Reynard,Female,USA
Addicted,Paul Hall,Marley,male,None
Addicted,Boris Kodjoe,Jason Reynard,Male,Austria
Addicted,Brandon Gonzales,Tony,Male,None
Addicted,Daniel O'Callaghan,Chubby Businessman,Male,None
Addicted,Garrett Hines,Benny,Male,None
Addicted,Hunter Burke,Shane,Male,None
Addicted,John Newberg,Balthazar Crayne,Male,None
Addicted,Landon Runion,Peter Reynard,Male,None
Addicted,Omer Mughal,Handsome Man,Male,None
Admission,Ann Harada,Mrs. Lafont,Female,USA
Admission,Camille Branton,Gymnast,Female,None
Admission,Elaine Kussack,Abby,Female,USA
Admission,Gloria Reuben,Corinne,Female,Canada
Admission,Juliet Brett,Praying Applicant,Female,USA
Admission,Maggie Keenan-Bolger,Girl on Tour,Female,None
Admission,Sarita Choudhury,Rachael,Female,UK
Admission,Tina Fey,Portia Nathan,Female,USA
Admission,Ben Levin,Junior Lafont,Male,USA
Admission,Christopher Evan Welch,Brandt,Male,USA
Admission,Dan Levy,James       (as Daniel Joseph Levy),Male,Canada
Admission,John Brodsky,Smug Kid,Male,None
Admission,Michael Genadry,Ben,Male,USA
Admission,Paul Rudd,John Pressman,Male,USA
Admission,Wallace Shawn,Clarence,Male,USA
